,Title,Category,Snippet
161,"Red meat plays vital role in diets, claims expert in fightback against veganism",Life-and-Style,"Advocates of red meat will begin a fightback against the growth of veganism this week at the UK’s biggest farming conference, with claims that eating …"
162,Helen Sharman: ‘There’s no greater beauty than seeing the Earth from up high’,Life-and-Style,Almost everything about my childhood was normal and mundane. Our nuclear family lived in a comfortable house in suburban Sheffield. I went to school a …
163,"Let’s start the year by curling up, cat like, and hibernating…",Life-and-Style,"Every morning at seven when we exit our bed my cat enters it, padding in a tight circle for some time before lowering herself into what appears to be …"
164,Dominic Cummings warned over civil service shake-up plan,Politics,"Summary: Dominic Cummings should stop denigrating senior civil servants by lumping them together as part of the same Oxbridge-educated, dinner party elite if h …"
165,"Britain 'on same page' as US over Suleimani killing, says Raab",Politics,Dominic Raab has said Britain is “on the same page” as the US in relation to Friday’s assassination of the Iranian general Qassem Suleimani. Amid cont …
166,"From Scorsese to The Crown, Netflix gets set for Golden Globes glory",Film,Summary: Betting odds predict the loudest sounds of cheering and popping corks in Los Angeles on Sunday night will come from inside the Beverly Hilton Hotel. F …
167,Sportwatch: Sixers stun Strikers  and Victory do the double – as it happened,Sport,"And this is where Sportwatch ends this Sunday. Josh Philippe and the Sixers were too good for the Strikers in the Big Bash, Melbourne Victory showed t …"
168,Pavel Kolesnikov review – an outstanding pianist in every degree,Music,"Dusk to Dawn was the title of Pavel Kolesnikov‘s latest Wigmore recital, a superb, wonderfully programmed evening that more than confirmed the London- …"
169,Why do I keep breaking my resolution to have a vasectomy?,Life-and-Style,"I had two new year’s resolutions in 2018; to get a vasectomy and to pass my driving test. When December rolled around, I held my driving licence in my …"
170,Relaunch of Newcastle's City Baths begins 'year of hope' for historic pools,UK-News,Newcastle’s municipal Turkish baths are to reopen this month in what campaigners have dubbed “a year of hope” for historic swimming pools around the c …
171,Paolo Sorrentino: ‘My characters’ struggles are the struggles I have’,Film,"The Naples-born director and screenwriter Paolo Sorrentino had his first screenplay made when he was in his 20s, and has since written and directed ni …"
172,In brief: On the Up; How to Be an Activist; The Silent Patient – reviews,Books,"Summary: On the Up Alice O’Keeffe Hodder & Stoughton, £16.99, pp336 Sylvia lives with her partner and two children in a run-down block of flats in east London. …"
173,Police investigate care of elderly people in Westminster home,UK-News,"Police have interviewed four women under caution in a criminal investigation into the treatment of about 30 elderly people at a London care home, the …"
174,Donald Campbell's daughter in row over Bluebird's future,UK-News,"A row over the future of Donald Campbell’s restored Bluebird has erupted following the anniversary of his fatal crash 53 years ago. Campbell, who brok …"
175,Dominic Sibley nears century to put England in control against South Africa,Sport,"Dominate two days in a row and a Test match victory is on the horizon. On a sultry Sunday in a country where, bizarrely, cloud cover can seem to deade …"
176,How will the Labour leadership contest work?,Politics,"When does the Labour leadership race kick off? Campaigning has already begun, with candidates including Jess Phillips and Sir Keir Starmer having laun …"
177,Five injured in violent robberies in Northern Quarter in Manchester,UK-News,Five people have been hospitalised following a spate of violent robberies in Manchester’s Northern Quarter in the early hours of Sunday. Greater Manch …
178,Dominic Sibley is what England’s top order has needed for years,Sport,"Unlike Ben Stokes or Kevin Pietersen, Dominic Sibley is a player who fills bars rather than empties them. At times watching him bat can be mind-numbin …"
179,Home Office faces legal cases over Zimbabwean asylum seekers,UK-News,The Home Office faces a series of legal challenges over its decision to allow Zimbabwean government officials to interview people from the country who …
180,Labour leadership: Jess Phillips says party could argue to rejoin EU,Politics,"Labour leadership contender Jess Phillips has said she could envisage campaigning to re-enter the European Union at the next general election, ahead o …"
181,Scotland and north of England to be hit by winds of up to 75mph,UK-News,"Winds of up to 75mph (120km/h) are forecast to hit Scotland and the north of England on Tuesday, while south-west England faces risk of flooding. Coas …"
182,Boris Johnson: Qassem Suleimani was threat to all our interests,Politics,"Boris Johnson has said that assassinated Iranian general Qassem Suleimani was “a threat to all our interests”, and that while “we will not lament his …"
183,Burger King's new plant-based burger is not suitable for vegans,Business,"Burger King has launched its first plant-based burger in the UK, but it is not suitable for vegans because of the way it is cooked. The soy-based vers …"
184,Russell Crowe and Cate Blanchett use Golden Globes speeches to link Australian fires to climate crisis,Film,"Russell Crowe and Cate Blanchett have used their Golden Globes speeches to highlight Australia’s bushfire crisis, and the link between climate change …"
185,Golden Globes 2020: British winners soar as Ricky Gervais crashes – as it happened,Film,"It was a rather lacklustre night at the Globes, a shame for a star-packed ceremony that can often be rather loose and fun, despite some wacky choices. …"
186,Five ways to cure and prevent chapped lips,Life-and-Style,"Don’t lick your lips Chapped lips are common in winter, says Daniel Glass, a consultant dermatologist at the Dermatology Clinic, because of exposure t …"
187,Our readers reveal how they'll have their last fling with the EU,Politics,Summary: British citizens will no longer be EU citizens from 31 January if the withdrawal agreement Boris Johnson sealed in October is ratified. But Brexit day …
188,Nicola Roberts: ‘My therapist said I was one of the most resilient people she’d ever met’,Music,"Last year was one of the happiest of Nicola Roberts’ life. She signed off on the repossession of her home in Surrey and moved to London, close to frie …"
